         24650899 function calls (24431755 primitive calls) in 35.117 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 core.py:521(pop)
        7    0.000    0.000    0.000    0.000 core.py:802(<lambda>)
        1    0.000    0.000    0.000    0.000 api.py:448(_check_scalar)
       26    0.000    0.000    0.000    0.000 fromnumeric.py:993(_argsort_dispatcher)
        1    0.000    0.000    0.000    0.000 xla_client.py:119(device_count)
        1    0.000    0.000    0.000    0.000 xla_client.py:523(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1568(isEnabledFor)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1009(_handle_fromlist)
        6    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        3    0.000    0.000    0.000    0.000 lax.py:1728(<lambda>)
        1    0.000    0.000    0.000    0.000 xla.py:406(jaxpr_replicas)
        2    0.000    0.000    0.000    0.000 xla.py:554(_pval_to_result_handler)
        1    0.000    0.000    0.000    0.000 ad.py:112(<listcomp>)
        6    0.000    0.000    0.000    0.000 ad.py:420(<genexpr>)
        1    0.000    0.000    0.000    0.000 ad.py:434(linear_transpose2)
        6    0.000    0.000    0.000    0.000 ad.py:498(instantiate_zeros)
        6    0.000    0.000    0.000    0.000 api_util.py:39(flatten_fun)
        3    0.000    0.000    0.000    0.000 api_util.py:53(flatten_fun_nokwargs)
        1    0.000    0.000    0.000    0.000 xla_bridge.py:60(get_compile_options)
        1    0.000    0.000    0.000    0.000 xla_bridge.py:280(Build)
       23    0.000    0.000    0.000    0.000 partial_eval.py:527(<genexpr>)
        2    0.000    0.000    0.000    0.000 api.py:1317(_check_inexact_input_vjp)
        8    0.000    0.000    0.000    0.000 api_util.py:35(get_name)
        2    0.000    0.000    0.000    0.000 std.py:1093(__hash__)
        1    0.000    0.000    0.000    0.000 _monitor.py:98(report)
        1    0.000    0.000    0.000    0.000 utils.py:268(_screen_shape_wrapper)
        1    0.000    0.000    0.000    0.000 xla_client.py:1179(Tuple)
        1    0.000    0.000    0.000    0.000 xla_client.py:125(devices)
        2    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
        1    0.000    0.000    0.000    0.000 threading.py:513(set)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:106(remove)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        7    0.000    0.000    0.000    0.000 lax.py:2726(<listcomp>)
        1    0.000    0.000    0.000    0.000 xla.py:203(_device_from_arg_devices)
        5    0.000    0.000    0.000    0.000 xla.py:989(<lambda>)
        1    0.000    0.000    0.000    0.000 ad.py:52(<listcomp>)
        2    0.000    0.000    0.000    0.000 ad.py:141(<genexpr>)
        4    0.000    0.000    0.000    0.000 api_util.py:36(get_module)
        3    0.000    0.000    0.000    0.000 api_util.py:93(_argnums_partial)
        1    0.000    0.000    0.000    0.000 xla_bridge.py:172(device_count)
        1    0.000    0.000    0.000    0.000 xla_bridge.py:240(host_count)
        3    0.000    0.000    0.000    0.000 core.py:515(push)
        1    0.000    0.000    0.000    0.000 core.py:960(<listcomp>)
        2    0.000    0.000    0.000    0.000 util.py:188(__init__)
        1    0.000    0.000    0.000    0.000 util.py:231(extend_name_stack)
        4    0.000    0.000    0.000    0.000 std.py:98(__exit__)
        1    0.000    0.000    0.000    0.000 std.py:536(<genexpr>)
        2    0.000    0.000    0.000    0.000 std.py:1089(_comparable)
        1    0.000    0.000    0.000    0.000 xla_client.py:528(computation)
        1    0.000    0.000    0.000    0.000 threading.py:1112(daemon)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:67(__len__)
        3    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        3    0.000    0.000    0.000    0.000 lax.py:80(_identity)
        1    0.000    0.000    0.000    0.000 xla.py:214(<genexpr>)
        1    0.000    0.000    0.000    0.000 xla.py:524(_xla_callable_device)
        1    0.000    0.000    0.000    0.000 xla.py:540(_xla_callable_args)
        1    0.000    0.000    0.000    0.000 ad.py:66(<listcomp>)
        2    0.000    0.000    0.000    0.000 ad.py:97(<genexpr>)
        1    0.000    0.000    0.000    0.000 ad.py:122(ignore_consts)
        4    0.000    0.000    0.000    0.000 api_util.py:37(get_doc)
        1    0.000    0.000    0.000    0.000 api_util.py:95(<listcomp>)
        2    0.000    0.000    0.000    0.000 partial_eval.py:447(<listcomp>)
        2    0.000    0.000    0.000    0.000 api.py:603(_dtype)
        2    0.000    0.000    0.000    0.000 util.py:126(<listcomp>)
        1    0.000    0.000    0.000    0.000 util.py:228(wrap_name)
        1    0.000    0.000    0.000    0.000 std.py:621(get_lock)
        1    0.000    0.000    0.000    0.000 utils.py:238(_is_utf)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 threading.py:358(notify_all)
        1    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        1    0.000    0.000    0.000    0.000 lazy.py:238(<genexpr>)
        4    0.000    0.000    0.000    0.000 partial_eval.py:451(instantiate_const_at)
        2    0.000    0.000    0.000    0.000 core.py:820(at_least_vspace)
